playlist,track,duration,track_index
575,spotify:track:68vgtRHr7iZHpzGpon6Jlo,3.724,6
854,spotify:track:68vgtRHr7iZHpzGpon6Jlo,3.724,6
942,spotify:track:68vgtRHr7iZHpzGpon6Jlo,3.724,6
992,spotify:track:68vgtRHr7iZHpzGpon6Jlo,3.724,6
0,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
123,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
572,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
651,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
717,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
815,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
944,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,3.759333333333333,7
0,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
41,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
71,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
94,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
245,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
299,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
396,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
439,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
584,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
990,spotify:track:7H6ev70Weq6DdpZyyTmUXk,4.522216666666667,8
0,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
50,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
65,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
106,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
123,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
211,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
277,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
309,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
309,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
316,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
422,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
483,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
499,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
747,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
779,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
873,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
873,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
887,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
895,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
908,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
913,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,3.9202166666666667,9
0,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
38,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
123,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
218,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
225,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
262,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
401,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
427,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
572,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
747,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
822,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
844,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
944,spotify:track:2gam98EZKrF9XuOkU13ApN,4.038216666666667,10
0,spotify:track:4Y45aqo9QMa57rDsAJv40A,3.528216666666667,11
34,spotify:track:4Y45aqo9QMa57rDsAJv40A,3.528216666666667,11
689,spotify:track:4Y45aqo9QMa57rDsAJv40A,3.528216666666667,11
0,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
128,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
131,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
359,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
380,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
460,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
663,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
717,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
799,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
812,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
858,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
908,spotify:track:1HwpWwa6bnqqRhK8agG4RS,3.5704333333333333,12
0,spotify:track:20ORwCJusz4KS2PbTPVNKo,3.6146666666666665,13
431,spotify:track:20ORwCJusz4KS2PbTPVNKo,3.6146666666666665,13
717,spotify:track:20ORwCJusz4KS2PbTPVNKo,3.6146666666666665,13
747,spotify:track:20ORwCJusz4KS2PbTPVNKo,3.6146666666666665,13
0,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
572,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
734,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
944,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
944,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
990,spotify:track:7k6IzwMGpxnRghE7YosnXT,3.20355,14
0,spotify:track:1Bv0Yl01xBDZD4OQP93fyl,4.273766666666667,15
405,spotify:track:1Bv0Yl01xBDZD4OQP93fyl,4.273766666666667,15
584,spotify:track:1Bv0Yl01xBDZD4OQP93fyl,4.273766666666667,15
992,spotify:track:1Bv0Yl01xBDZD4OQP93fyl,4.273766666666667,15
0,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
45,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
262,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
414,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
450,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
752,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
779,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
812,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
895,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
987,spotify:track:4omisSlTk6Dsq2iQD7MA07,3.4,16
0,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
123,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
218,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
516,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
747,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
782,spotify:track:7xYnUQigPoIDAMPVK79NEq,3.8311,17
0,spotify:track:6d8A5sAx9TfdeseDvfWNHd,3.50755,18
299,spotify:track:6d8A5sAx9TfdeseDvfWNHd,3.50755,18
439,spotify:track:6d8A5sAx9TfdeseDvfWNHd,3.50755,18
944,spotify:track:6d8A5sAx9TfdeseDvfWNHd,3.50755,18
0,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
164,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
299,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
439,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
516,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
912,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,3.8366666666666664,19
0,spotify:track:215JYyyUnrJ98NK3KEwu6d,4.871766666666667,20
0,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
105,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
331,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
403,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
663,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
729,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
747,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
779,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
911,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
992,spotify:track:0uqPG793dkDDN7sCUJJIVC,4.542216666666667,21
0,spotify:track:19Js5ypV6JKn4DMExHQbGc,3.2173666666666665,22
758,spotify:track:19Js5ypV6JKn4DMExHQbGc,3.2173666666666665,22
812,spotify:track:19Js5ypV6JKn4DMExHQbGc,3.2173666666666665,22
857,spotify:track:19Js5ypV6JKn4DMExHQbGc,3.2173666666666665,22
0,spotify:track:1JURww012QnWAw0zZXi6Aa,3.902433333333333,23
129,spotify:track:1JURww012QnWAw0zZXi6Aa,3.902433333333333,23
245,spotify:track:1JURww012QnWAw0zZXi6Aa,3.902433333333333,23
0,spotify:track:7DFnq8FYhHMCylykf6ZCxA,3.8173333333333335,24
80,spotify:track:7DFnq8FYhHMCylykf6ZCxA,3.8173333333333335,24
359,spotify:track:7DFnq8FYhHMCylykf6ZCxA,3.8173333333333335,24
0,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
64,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
225,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
656,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
730,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
812,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
908,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
957,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,3.366,25
0,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
123,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
225,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
461,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
825,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
944,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
958,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,3.6628833333333333,26
0,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
59,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
123,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
689,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
782,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
807,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
974,spotify:track:6MjljecHzHelUDismyKkba,3.3186666666666667,27
0,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
59,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
131,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
250,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
262,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
355,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
380,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
426,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
431,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
663,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
678,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
683,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
717,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
721,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
908,spotify:track:67T6l4q3zVjC5nZZPXByU8,3.68755,28
0,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
172,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
405,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
442,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
663,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
717,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
721,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
734,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
854,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
942,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,3.8666666666666667,29
0,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
5,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
41,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
42,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
123,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
124,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
150,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
201,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
222,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
225,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
262,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
279,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
355,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
358,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
450,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
643,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
663,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
747,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
773,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
782,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
812,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
839,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
872,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
911,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
920,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,3.367766666666667,30
0,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
0,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
45,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
491,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
584,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
601,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
844,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
895,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
987,spotify:track:6GIrIt2M39wEGwjCQjGChX,3.442,31
0,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
123,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
262,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
355,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
380,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
426,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
452,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
480,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
502,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
661,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
717,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
721,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
721,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
911,spotify:track:4E5P1XyAFtrjpiIxkydly4,3.0384333333333333,32
0,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
5,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
161,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
396,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
431,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
499,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
526,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
661,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
717,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
721,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
747,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
887,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
895,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
908,spotify:track:3H1LCvO3fVsK2HPguhbml0,4.618433333333333,33
0,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
150,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
225,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
262,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
355,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
380,spotify:track:3uoQULcUWfnt6nc6J7Vgai,3.1188833333333332,34
